"customer_id","first_name","last_name","email","address_id","active","create_date","address","address2","district","city_id","postal_code","phone","city","country_id","country","manager_staff_id","last_update"
82,"Kathryn","Coleman","kathryn.coleman@sakilacustomer.org",86,1,"2006-02-14","927 Baha Blanca Parkway","","Krim",479,"9495","821972242086","Simferopol",100,"Ukraine",1,"2006-02-15 09:57:12"
83,"Louise","Jenkins","louise.jenkins@sakilacustomer.org",87,1,"2006-02-14","929 Tallahassee Loop","","Gauteng",497,"74671","800716535041","Springs",85,"South Africa",1,"2006-02-15 09:57:12"
84,"Sara","Perry","sara.perry@sakilacustomer.org",88,1,"2006-02-14","125 Citt del Vaticano Boulevard","","Puebla",40,"67912","48417642933","Atlixco",60,"Mexico",2,"2006-02-15 09:57:12"
85,"Anne","Powell","anne.powell@sakilacustomer.org",89,1,"2006-02-14","1557 Ktahya Boulevard","","England",88,"88002","720998247660","Bradford",102,"United Kingdom",2,"2006-02-15 09:57:12"
86,"Jacqueline","Long","jacqueline.long@sakilacustomer.org",90,1,"2006-02-14","870 Ashqelon Loop","","Songkhla",489,"84931","135117278909","Songkhla",94,"Thailand",2,"2006-02-15 09:57:12"
87,"Wanda","Patterson","wanda.patterson@sakilacustomer.org",91,1,"2006-02-14","1740 Portoviejo Avenue","","Sucre",480,"29932","198123170793","Sincelejo",24,"Colombia",1,"2006-02-15 09:57:12"
88,"Bonnie","Hughes","bonnie.hughes@sakilacustomer.org",92,1,"2006-02-14","1942 Ciparay Parkway","","Cheju",113,"82624","978987363654","Cheju",86,"South Korea",2,"2006-02-15 09:57:12"
89,"Julia","Flores","julia.flores@sakilacustomer.org",93,1,"2006-02-14","1926 El Alto Avenue","","Buenos Aires",289,"75543","846225459260","La Plata",6,"Argentina",1,"2006-02-15 09:57:12"
90,"Ruby","Washington","ruby.washington@sakilacustomer.org",94,1,"2006-02-14","1952 Chatsworth Drive","","Guangdong",332,"25958","991562402283","Meixian",23,"China",2,"2006-02-15 09:57:12"
91,"Lois","Butler","lois.butler@sakilacustomer.org",95,1,"2006-02-14","1370 Le Mans Avenue","","Brunei and Muara",53,"52163","345679835036","Bandar Seri Begawan",16,"Brunei",2,"2006-02-15 09:57:12"
92,"Tina","Simmons","tina.simmons@sakilacustomer.org",96,1,"2006-02-14","984 Effon-Alaiye Avenue","","Gois",183,"17119","132986892228","Goinia",15,"Brazil",2,"2006-02-15 09:57:12"
93,"Phyllis","Foster","phyllis.foster@sakilacustomer.org",97,1,"2006-02-14","832 Nakhon Sawan Manor","","Inner Mongolia",592,"49021","275595571388","Zalantun",23,"China",1,"2006-02-15 09:57:12"
94,"Norma","Gonzales","norma.gonzales@sakilacustomer.org",98,1,"2006-02-14","152 Kitwe Parkway","","Caraga",82,"53182","835433605312","Bislig",75,"Philippines",1,"2006-02-15 09:57:12"
95,"Paula","Bryant","paula.bryant@sakilacustomer.org",99,1,"2006-02-14","1697 Tanauan Lane","","Punjab",399,"22870","4764773857","Pathankot",44,"India",2,"2006-02-15 09:57:12"
96,"Diana","Alexander","diana.alexander@sakilacustomer.org",100,1,"2006-02-14","1308 Arecibo Way","","Georgia",41,"30695","6171054059","Augusta-Richmond County",103,"United States",1,"2006-02-15 09:57:12"
97,"Annie","Russell","annie.russell@sakilacustomer.org",101,1,"2006-02-14","1599 Plock Drive","","Tete",534,"71986","817248913162","Tete",63,"Mozambique",2,"2006-02-15 09:57:12"
98,"Lillian","Griffin","lillian.griffin@sakilacustomer.org",102,1,"2006-02-14","669 Firozabad Loop","","Abu Dhabi",12,"92265","412903167998","al-Ayn",101,"United Arab Emirates",1,"2006-02-15 09:57:12"
99,"Emily","Diaz","emily.diaz@sakilacustomer.org",103,1,"2006-02-14","588 Vila Velha Manor","","Kyongsangbuk",268,"51540","333339908719","Kimchon",86,"South Korea",2,"2006-02-15 09:57:12"
100,"Robin","Hayes","robin.hayes@sakilacustomer.org",104,1,"2006-02-14","1913 Kamakura Place","","Lipetsk",238,"97287","942570536750","Jelets",80,"Russian Federation",1,"2006-02-15 09:57:12"
101,"Peggy","Myers","peggy.myers@sakilacustomer.org",105,1,"2006-02-14","733 Mandaluyong Place","","Asir",2,"77459","196568435814","Abha",82,"Saudi Arabia",1,"2006-02-15 09:57:12"
102,"Crystal","Ford","crystal.ford@sakilacustomer.org",106,1,"2006-02-14","659 Vaduz Drive","","Ha Darom",34,"49708","709935135487","Ashdod",48,"Israel",1,"2006-02-15 09:57:12"
103,"Gladys","Hamilton","gladys.hamilton@sakilacustomer.org",107,1,"2006-02-14","1177 Jelets Way","","Kwara & Kogi",220,"3305","484292626944","Ilorin",69,"Nigeria",1,"2006-02-15 09:57:12"
104,"Rita","Graham","rita.graham@sakilacustomer.org",108,1,"2006-02-14","1386 Yangor Avenue","","Provence-Alpes-Cte",543,"80720","449216226468","Toulon",34,"France",1,"2006-02-15 09:57:12"
105,"Dawn","Sullivan","dawn.sullivan@sakilacustomer.org",109,1,"2006-02-14","454 Nakhon Sawan Boulevard","","Funafuti",173,"76383","963887147572","Funafuti",99,"Tuvalu",1,"2006-02-15 09:57:12"
106,"Connie","Wallace","connie.wallace@sakilacustomer.org",110,1,"2006-02-14","1867 San Juan Bautista Tuxtepec Avenue","","Ivanovo",225,"78311","547003310357","Ivanovo",80,"Russian Federation",1,"2006-02-15 09:57:12"
107,"Florence","Woods","florence.woods@sakilacustomer.org",111,1,"2006-02-14","1532 Dzerzinsk Way","","Buenos Aires",334,"9599","330838016880","Merlo",6,"Argentina",1,"2006-02-15 09:57:12"
108,"Tracy","Cole","tracy.cole@sakilacustomer.org",112,1,"2006-02-14","1002 Ahmadnagar Manor","","Mxico",213,"93026","371490777743","Huixquilucan",60,"Mexico",1,"2006-02-15 09:57:12"
109,"Edna","West","edna.west@sakilacustomer.org",113,1,"2006-02-14","682 Junan Way","","North West",273,"30418","622255216127","Klerksdorp",85,"South Africa",2,"2006-02-15 09:57:12"
110,"Tiffany","Jordan","tiffany.jordan@sakilacustomer.org",114,1,"2006-02-14","804 Elista Drive","","Hubei",159,"61069","379804592943","Enshi",23,"China",2,"2006-02-15 09:57:12"
111,"Carmen","Owens","carmen.owens@sakilacustomer.org",115,1,"2006-02-14","1378 Alvorada Avenue","","Distrito Federal",102,"75834","272234298332","Caracas",104,"Venezuela",1,"2006-02-15 09:57:12"
112,"Rosa","Reynolds","rosa.reynolds@sakilacustomer.org",116,1,"2006-02-14","793 Cam Ranh Avenue","","California",292,"87057","824370924746","Lancaster",103,"United States",2,"2006-02-15 09:57:12"
113,"Cindy","Fisher","cindy.fisher@sakilacustomer.org",117,1,"2006-02-14","1079 Tel Aviv-Jaffa Boulevard","","Sucre",132,"10885","358178933857","Cuman",104,"Venezuela",2,"2006-02-15 09:57:12"
114,"Grace","Ellis","grace.ellis@sakilacustomer.org",118,1,"2006-02-14","442 Rae Bareli Place","","Nordrhein-Westfalen",148,"24321","886636413768","Duisburg",38,"Germany",2,"2006-02-15 09:57:12"
115,"Wendy","Harrison","wendy.harrison@sakilacustomer.org",119,1,"2006-02-14","1107 Nakhon Sawan Avenue","","Mxico",365,"75149","867546627903","Nezahualcyotl",60,"Mexico",1,"2006-02-15 09:57:12"
116,"Victoria","Gibson","victoria.gibson@sakilacustomer.org",120,1,"2006-02-14","544 Malm Parkway","","Central Java",403,"63502","386759646229","Pemalang",45,"Indonesia",1,"2006-02-15 09:57:12"
117,"Edith","Mcdonald","edith.mcdonald@sakilacustomer.org",121,1,"2006-02-14","1967 Sincelejo Place","","Gujarat",176,"73644","577812616052","Gandhinagar",44,"India",1,"2006-02-15 09:57:12"
118,"Kim","Cruz","kim.cruz@sakilacustomer.org",122,1,"2006-02-14","333 Goinia Way","","Texas",185,"78625","909029256431","Grand Prairie",103,"United States",1,"2006-02-15 09:57:12"
119,"Sherry","Marshall","sherry.marshall@sakilacustomer.org",123,1,"2006-02-14","1987 Coacalco de Berriozbal Loop","","al-Qalyubiya",476,"96065","787654415858","Shubra al-Khayma",29,"Egypt",1,"2006-02-15 09:57:12"
120,"Sylvia","Ortiz","sylvia.ortiz@sakilacustomer.org",124,1,"2006-02-14","241 Mosul Lane","","Risaralda",147,"76157","765345144779","Dos Quebradas",24,"Colombia",2,"2006-02-15 09:57:12"
121,"Josephine","Gomez","josephine.gomez@sakilacustomer.org",125,1,"2006-02-14","211 Chiayi Drive","","Uttar Pradesh",164,"58186","665993880048","Etawah",44,"India",1,"2006-02-15 09:57:12"
122,"Thelma","Murray","thelma.murray@sakilacustomer.org",126,1,"2006-02-14","1175 Tanauan Way","","Lima",305,"64615","937222955822","Lima",74,"Peru",1,"2006-02-15 09:57:12"
123,"Shannon","Freeman","shannon.freeman@sakilacustomer.org",127,1,"2006-02-14","117 Boa Vista Way","","Uttar Pradesh",566,"6804","677976133614","Varanasi (Benares)",44,"India",2,"2006-02-15 09:57:12"
124,"Sheila","Wells","sheila.wells@sakilacustomer.org",128,0,"2006-02-14","848 Tafuna Manor","","Ktahya",281,"45142","614935229095","Ktahya",97,"Turkey",1,"2006-02-15 09:57:12"
125,"Ethel","Webb","ethel.webb@sakilacustomer.org",129,1,"2006-02-14","569 Baicheng Lane","","Gauteng",85,"60304","490211944645","Boksburg",85,"South Africa",1,"2006-02-15 09:57:12"
126,"Ellen","Simpson","ellen.simpson@sakilacustomer.org",130,1,"2006-02-14","1666 Qomsheh Drive","","So Paulo",410,"66255","582835362905","Po",15,"Brazil",1,"2006-02-15 09:57:12"
127,"Elaine","Stevens","elaine.stevens@sakilacustomer.org",131,1,"2006-02-14","801 Hagonoy Drive","","Smolensk",484,"8439","237426099212","Smolensk",80,"Russian Federation",2,"2006-02-15 09:57:12"
128,"Marjorie","Tucker","marjorie.tucker@sakilacustomer.org",132,1,"2006-02-14","1050 Garden Grove Avenue","","Slaskie",236,"4999","973047364353","Jastrzebie-Zdrj",76,"Poland",1,"2006-02-15 09:57:12"
129,"Carrie","Porter","carrie.porter@sakilacustomer.org",133,1,"2006-02-14","1854 Tieli Street","","Shandong",302,"15819","509492324775","Liaocheng",23,"China",1,"2006-02-15 09:57:12"
130,"Charlotte","Hunter","charlotte.hunter@sakilacustomer.org",134,1,"2006-02-14","758 Junan Lane","","Gois",190,"82639","935448624185","guas Lindas de Gois",15,"Brazil",1,"2006-02-15 09:57:12"
131,"Monica","Hicks","monica.hicks@sakilacustomer.org",135,1,"2006-02-14","1752 So Leopoldo Parkway","","Taka-Karpatia",345,"14014","252265130067","Mukateve",100,"Ukraine",2,"2006-02-15 09:57:12"
132,"Esther","Crawford","esther.crawford@sakilacustomer.org",136,1,"2006-02-14","898 Belm Manor","","Free State",87,"49757","707169393853","Botshabelo",85,"South Africa",2,"2006-02-15 09:57:12"
133,"Pauline","Henry","pauline.henry@sakilacustomer.org",137,1,"2006-02-14","261 Saint Louis Way","","Coahuila de Zaragoza",541,"83401","321944036800","Torren",60,"Mexico",1,"2006-02-15 09:57:12"
134,"Emma","Boyd","emma.boyd@sakilacustomer.org",138,1,"2006-02-14","765 Southampton Drive","","al-Qalyubiya",421,"4285","23712411567","Qalyub",29,"Egypt",1,"2006-02-15 09:57:12"
